season,week,defense,offense,position_group,pass_attempts_allowed,completions_allowed,passing_yards_allowed,passing_tds_allowed,interceptions_forced,rush_attempts_allowed,rushing_yards_allowed,rushing_tds_allowed,targets_allowed,receptions_allowed,receiving_yards_allowed,receiving_tds_allowed
2025,4,MIN,PIT,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,MIN,PIT,TE,0,0,0,0,0,0,0,0,6,5,26,0
2025,4,MIN,PIT,WR,0,0,0,0,0,0,0,0,9,7,139,1
2025,4,NE,CAR,ALL,36,23,208,2,0,28,129,0,32,23,208,2
2025,4,NE,CAR,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,NE,CAR,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,NE,CAR,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,NE,CAR,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,NE,CAR,QB,36,23,208,2,0,1,3,0,0,0,0,0
2025,4,NE,CAR,RB,0,0,0,0,0,26,114,0,4,4,18,0
2025,4,NE,CAR,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,NE,CAR,TE,0,0,0,0,0,0,0,0,14,10,82,2
2025,4,NE,CAR,WR,0,0,0,0,0,1,12,0,14,9,108,0
2025,4,NO,BUF,ALL,22,16,209,2,0,32,165,2,22,16,209,2
2025,4,NO,BUF,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,NO,BUF,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,NO,BUF,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,NO,BUF,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,NO,BUF,QB,22,16,209,2,0,7,45,1,0,0,0,0
2025,4,NO,BUF,RB,0,0,0,0,0,24,120,1,4,3,18,0
2025,4,NO,BUF,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,NO,BUF,TE,0,0,0,0,0,0,0,0,4,2,43,1
2025,4,NO,BUF,WR,0,0,0,0,0,1,0,0,14,11,148,1
2025,4,NYG,LAC,ALL,41,23,203,1,0,13,152,1,38,23,203,1
2025,4,NYG,LAC,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,NYG,LAC,DL,0,0,0,0,0,0,0,0,1,1,1,0
2025,4,NYG,LAC,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,NYG,LAC,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,NYG,LAC,QB,41,23,203,1,0,1,24,0,0,0,0,0
2025,4,NYG,LAC,RB,0,0,0,0,0,12,128,1,5,5,37,0
2025,4,NYG,LAC,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,NYG,LAC,TE,0,0,0,0,0,0,0,0,5,3,19,0
2025,4,NYG,LAC,WR,0,0,0,0,0,0,0,0,27,14,146,1
2025,4,NYJ,MIA,ALL,25,17,177,2,0,31,123,1,25,17,177,2
2025,4,NYJ,MIA,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,NYJ,MIA,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,NYJ,MIA,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,NYJ,MIA,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,NYJ,MIA,QB,25,17,177,2,0,3,6,0,0,0,0,0
2025,4,NYJ,MIA,RB,0,0,0,0,0,26,109,1,3,1,2,0
2025,4,NYJ,MIA,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,NYJ,MIA,TE,0,0,0,0,0,0,0,0,6,4,46,2
2025,4,NYJ,MIA,WR,0,0,0,0,0,2,8,0,16,12,129,0
2025,4,PHI,TB,ALL,40,22,289,2,0,26,104,0,39,22,289,2
2025,4,PHI,TB,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,PHI,TB,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,PHI,TB,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,PHI,TB,QB,40,22,289,2,0,2,13,0,0,0,0,0
2025,4,PHI,TB,RB,0,0,0,0,0,21,80,0,10,9,131,1
2025,4,PHI,TB,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,PHI,TB,TE,0,0,0,0,0,0,0,0,4,3,9,0
2025,4,PHI,TB,WR,0,0,0,0,0,3,11,0,25,10,149,1
2025,4,PIT,MIN,ALL,46,30,350,2,0,20,70,0,42,30,350,2
2025,4,PIT,MIN,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,PIT,MIN,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,PIT,MIN,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,PIT,MIN,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,PIT,MIN,QB,46,30,350,2,0,2,12,0,0,0,0,0
2025,4,PIT,MIN,RB,0,0,0,0,0,18,58,0,11,9,58,1
2025,4,PIT,MIN,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,PIT,MIN,TE,0,0,0,0,0,0,0,0,6,4,39,0
2025,4,PIT,MIN,WR,0,0,0,0,0,0,0,0,25,17,253,1
2025,4,SEA,ARI,ALL,41,27,200,2,0,17,89,0,40,27,200,2
2025,4,SEA,ARI,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,SEA,ARI,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,SEA,ARI,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,SEA,ARI,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,SEA,ARI,OTHER,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,SEA,ARI,QB,41,27,200,2,0,5,41,0,0,0,0,0
2025,4,SEA,ARI,RB,0,0,0,0,0,11,44,0,7,7,32,1
2025,4,SEA,ARI,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,SEA,ARI,TE,0,0,0,0,0,0,0,0,11,7,52,0
2025,4,SEA,ARI,WR,0,0,0,0,0,1,4,0,22,13,116,1
2025,4,SF,JAX,ALL,31,21,174,1,0,32,151,1,30,21,174,1
2025,4,SF,JAX,DB,0,0,0,0,0,0,0,0,5,3,42,0
2025,4,SF,JAX,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,SF,JAX,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,SF,JAX,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,SF,JAX,QB,31,21,174,1,0,7,7,0,0,0,0,0
2025,4,SF,JAX,RB,0,0,0,0,0,23,138,1,4,3,16,0
2025,4,SF,JAX,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,SF,JAX,TE,0,0,0,0,0,0,0,0,11,9,68,1
2025,4,SF,JAX,WR,0,0,0,0,0,2,6,0,10,6,48,0
2025,4,TB,PHI,ALL,24,15,130,2,0,32,88,1,24,15,130,2
2025,4,TB,PHI,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,TB,PHI,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,TB,PHI,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,TB,PHI,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,TB,PHI,QB,24,15,130,2,0,9,62,0,0,0,0,0
2025,4,TB,PHI,RB,0,0,0,0,0,22,60,1,5,4,31,0
2025,4,TB,PHI,SPEC,0,0,0,0,0,1,-34,0,0,0,0,0
2025,4,TB,PHI,TE,0,0,0,0,0,0,0,0,6,5,53,2
2025,4,TB,PHI,WR,0,0,0,0,0,0,0,0,13,6,46,0
2025,4,TEN,HOU,ALL,28,22,233,2,0,35,129,1,28,22,233,2
2025,4,TEN,HOU,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,TEN,HOU,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,TEN,HOU,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,TEN,HOU,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,TEN,HOU,QB,28,22,233,2,0,4,11,0,0,0,0,0
2025,4,TEN,HOU,RB,0,0,0,0,0,30,116,1,7,6,65,1
2025,4,TEN,HOU,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,TEN,HOU,TE,0,0,0,0,0,0,0,0,6,5,30,0
2025,4,TEN,HOU,WR,0,0,0,0,0,1,2,0,15,11,138,1
2025,4,WAS,ATL,ALL,26,20,313,2,0,37,128,2,26,20,313,2
2025,4,WAS,ATL,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,WAS,ATL,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,WAS,ATL,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,WAS,ATL,QB,26,20,313,2,0,4,2,0,0,0,0,0
2025,4,WAS,ATL,RB,0,0,0,0,0,33,126,2,5,4,106,0
2025,4,WAS,ATL,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,WAS,ATL,TE,0,0,0,0,0,0,0,0,5,5,70,1
2025,4,WAS,ATL,WR,0,0,0,0,0,0,0,0,16,11,137,1
2025,5,ARI,TEN,ALL,39,21,265,0,0,24,78,1,37,21,265,0
2025,5,ARI,TEN,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,ARI,TEN,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,ARI,TEN,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,ARI,TEN,QB,39,21,265,0,0,5,-6,0,0,0,0,0
2025,5,ARI,TEN,RB,0,0,0,0,0,19,84,1,4,3,11,0
2025,5,ARI,TEN,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,ARI,TEN,TE,0,0,0,0,0,0,0,0,10,8,82,0
2025,5,ARI,TEN,WR,0,0,0,0,0,0,0,0,23,10,172,0
2025,5,BAL,HOU,ALL,31,25,267,4,0,33,167,1,31,25,267,4
2025,5,BAL,HOU,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,BAL,HOU,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,BAL,HOU,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,BAL,HOU,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,BAL,HOU,QB,31,25,267,4,0,4,33,0,0,0,0,0
2025,5,BAL,HOU,RB,0,0,0,0,0,27,121,1,2,0,0,0
2025,5,BAL,HOU,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,BAL,HOU,TE,0,0,0,0,0,0,0,0,10,8,88,0
2025,5,BAL,HOU,WR,0,0,0,0,0,2,13,0,19,17,179,4
2025,5,BUF,NE,ALL,30,22,273,0,0,22,71,2,28,22,273,0
2025,5,BUF,NE,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,BUF,NE,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,BUF,NE,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,BUF,NE,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,BUF,NE,QB,30,22,273,0,0,3,12,0,0,0,0,0
2025,5,BUF,NE,RB,0,0,0,0,0,19,59,2,6,5,21,0
2025,5,BUF,NE,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,BUF,NE,TE,0,0,0,0,0,0,0,0,4,2,46,0
2025,5,BUF,NE,WR,0,0,0,0,0,0,0,0,18,15,206,0
2025,5,CAR,MIA,ALL,36,27,256,3,0,14,19,0,34,27,256,3
2025,5,CAR,MIA,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,CAR,MIA,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,CAR,MIA,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,CAR,MIA,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,CAR,MIA,QB,36,27,256,3,0,1,5,0,0,0,0,0
2025,5,CAR,MIA,RB,0,0,0,0,0,13,14,0,8,6,30,1
2025,5,CAR,MIA,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,CAR,MIA,TE,0,0,0,0,0,0,0,0,12,11,116,1
2025,5,CAR,MIA,WR,0,0,0,0,0,0,0,0,14,10,110,1
2025,5,CIN,DET,ALL,24,20,261,4,0,33,118,1,23,20,261,4
2025,5,CIN,DET,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,CIN,DET,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,CIN,DET,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,CIN,DET,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,CIN,DET,QB,23,19,258,3,0,2,-2,0,0,0,0,0
2025,5,CIN,DET,RB,1,1,3,1,0,30,119,1,3,3,39,1
2025,5,CIN,DET,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,CIN,DET,TE,0,0,0,0,0,0,0,0,9,7,101,2
2025,5,CIN,DET,WR,0,0,0,0,0,1,1,0,11,10,121,1
2025,5,CLE,MIN,ALL,35,26,268,2,0,23,97,1,34,26,268,2
2025,5,CLE,MIN,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,CLE,MIN,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,CLE,MIN,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,CLE,MIN,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,CLE,MIN,QB,34,25,236,1,0,4,12,0,0,0,0,0
2025,5,CLE,MIN,RB,1,1,32,1,0,18,70,1,4,3,4,0
2025,5,CLE,MIN,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,CLE,MIN,TE,0,0,0,0,0,0,0,0,9,8,73,1
2025,5,CLE,MIN,WR,0,0,0,0,0,1,15,0,21,15,191,1
2025,5,DAL,NYJ,ALL,46,32,283,2,0,22,144,0,44,32,283,2
2025,5,DAL,NYJ,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,DAL,NYJ,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,DAL,NYJ,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,DAL,NYJ,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,DAL,NYJ,QB,46,32,283,2,0,7,26,0,0,0,0,0
2025,5,DAL,NYJ,RB,0,0,0,0,0,15,118,0,11,8,71,1
2025,5,DAL,NYJ,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,DAL,NYJ,TE,0,0,0,0,0,0,0,0,16,13,95,0
2025,5,DAL,NYJ,WR,0,0,0,0,0,0,0,0,17,11,117,1
2025,5,DEN,PHI,ALL,38,23,280,2,0,11,45,0,37,23,280,2
2025,5,DEN,PHI,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,DEN,PHI,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,DEN,PHI,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,DEN,PHI,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,DEN,PHI,QB,38,23,280,2,0,2,3,0,0,0,0,0
2025,5,DEN,PHI,RB,0,0,0,0,0,9,42,0,5,4,62,1
2025,5,DEN,PHI,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,DEN,PHI,TE,0,0,0,0,0,0,0,0,11,5,37,1
2025,5,DEN,PHI,WR,0,0,0,0,0,0,0,0,21,14,181,0
2025,5,DET,CIN,ALL,40,26,251,3,0,16,85,0,40,26,251,3
2025,5,DET,CIN,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,DET,CIN,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,DET,CIN,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,DET,CIN,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,DET,CIN,QB,40,26,251,3,0,4,31,0,0,0,0,0
2025,5,DET,CIN,RB,0,0,0,0,0,12,54,0,10,9,23,0
2025,5,DET,CIN,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,DET,CIN,TE,0,0,0,0,0,0,0,0,6,3,14,0
2025,5,DET,CIN,WR,0,0,0,0,0,0,0,0,24,14,214,3
2025,5,HOU,BAL,ALL,20,14,179,0,0,19,44,1,20,14,179,0
2025,5,HOU,BAL,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,HOU,BAL,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,HOU,BAL,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,HOU,BAL,QB,20,14,179,0,0,0,0,0,0,0,0,0
2025,5,HOU,BAL,RB,0,0,0,0,0,19,44,1,4,2,14,0
2025,5,HOU,BAL,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,HOU,BAL,TE,0,0,0,0,0,0,0,0,6,5,47,0
2025,5,HOU,BAL,WR,0,0,0,0,0,0,0,0,10,7,118,0
2025,5,IND,LV,ALL,36,25,228,0,0,25,106,0,36,25,228,0
2025,5,IND,LV,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,IND,LV,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,IND,LV,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,IND,LV,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,IND,LV,QB,36,25,228,0,0,3,8,0,0,0,0,0
2025,5,IND,LV,RB,0,0,0,0,0,21,89,0,7,5,42,0
2025,5,IND,LV,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,IND,LV,TE,0,0,0,0,0,0,0,0,9,8,56,0
2025,5,IND,LV,WR,0,0,0,0,0,1,9,0,20,12,130,0
2025,5,JAX,KC,ALL,41,29,318,1,0,22,158,3,40,29,318,1
2025,5,JAX,KC,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,JAX,KC,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,JAX,KC,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,JAX,KC,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,JAX,KC,QB,41,29,318,1,0,6,60,1,0,0,0,0
2025,5,JAX,KC,RB,0,0,0,0,0,15,89,2,7,7,60,0
2025,5,JAX,KC,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,JAX,KC,TE,0,0,0,0,0,0,0,0,8,7,61,1
2025,5,JAX,KC,WR,0,0,0,0,0,1,9,0,25,15,197,0
2025,5,KC,JAX,ALL,25,18,221,1,0,26,109,2,25,18,221,1
2025,5,KC,JAX,DB,0,0,0,0,0,0,0,0,3,3,64,0
2025,5,KC,JAX,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,KC,JAX,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,KC,JAX,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,KC,JAX,QB,25,18,221,1,0,10,54,2,0,0,0,0
2025,5,KC,JAX,RB,0,0,0,0,0,16,55,0,5,4,14,0
2025,5,KC,JAX,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,KC,JAX,TE,0,0,0,0,0,0,0,0,3,3,32,0
2025,5,KC,JAX,WR,0,0,0,0,0,0,0,0,14,8,111,1
2025,5,LA,SF,ALL,49,33,342,2,0,33,74,0,48,33,342,2
2025,5,LA,SF,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,LA,SF,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,LA,SF,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,LA,SF,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,LA,SF,OTHER,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,LA,SF,QB,49,33,342,2,0,4,5,0,0,0,0,0
2025,5,LA,SF,RB,0,0,0,0,0,28,68,0,13,11,103,1
2025,5,LA,SF,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,LA,SF,TE,0,0,0,0,0,0,0,0,13,8,49,1
2025,5,LA,SF,WR,0,0,0,0,0,1,1,0,22,14,190,0
2025,5,LAC,WAS,ALL,26,15,231,1,0,28,163,2,23,15,231,1
2025,5,LAC,WAS,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,LAC,WAS,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,LAC,WAS,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,LAC,WAS,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,LAC,WAS,QB,26,15,231,1,0,8,39,0,0,0,0,0
2025,5,LAC,WAS,RB,0,0,0,0,0,20,124,2,4,3,51,0
2025,5,LAC,WAS,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,LAC,WAS,TE,0,0,0,0,0,0,0,0,2,1,9,0
2025,5,LAC,WAS,WR,0,0,0,0,0,0,0,0,17,11,171,1
2025,5,LV,IND,ALL,32,21,221,2,0,25,96,4,31,21,221,2
2025,5,LV,IND,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,LV,IND,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,LV,IND,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,LV,IND,OL,0,0,0,0,0,0,0,0,1,0,0,0
2025,5,LV,IND,QB,31,21,221,2,0,1,2,0,1,1,9,0
2025,5,LV,IND,RB,0,0,0,0,0,24,94,4,5,3,20,0
2025,5,LV,IND,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,LV,IND,TE,1,0,0,0,0,0,0,0,4,4,44,1
2025,5,LV,IND,WR,0,0,0,0,0,0,0,0,20,13,148,1
2025,5,MIA,CAR,ALL,30,19,198,2,0,32,239,1,27,19,198,2
2025,5,MIA,CAR,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,MIA,CAR,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,MIA,CAR,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,MIA,CAR,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,MIA,CAR,QB,30,19,198,2,0,3,1,0,0,0,0,0
2025,5,MIA,CAR,RB,0,0,0,0,0,27,228,1,5,4,35,0
2025,5,MIA,CAR,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,MIA,CAR,TE,0,0,0,0,0,0,0,0,4,3,22,1
2025,5,MIA,CAR,WR,0,0,0,0,0,2,10,0,18,12,141,1
2025,5,MIN,CLE,ALL,33,19,190,2,0,32,140,0,32,19,190,2
2025,5,MIN,CLE,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,MIN,CLE,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,MIN,CLE,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,MIN,CLE,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,MIN,CLE,QB,33,19,190,2,0,2,5,0,0,0,0,0
2025,5,MIN,CLE,RB,0,0,0,0,0,29,124,0,6,4,44,0
2025,5,MIN,CLE,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,MIN,CLE,TE,0,0,0,0,0,0,0,0,13,10,80,2
2025,5,MIN,CLE,WR,0,0,0,0,0,1,11,0,13,5,66,0
2025,5,NE,BUF,ALL,31,22,253,2,0,29,118,0,30,22,253,2
2025,5,NE,BUF,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,NE,BUF,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,NE,BUF,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,NE,BUF,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,NE,BUF,QB,31,22,253,2,0,9,53,0,0,0,0,0
2025,5,NE,BUF,RB,0,0,0,0,0,19,60,0,1,0,0,0
2025,5,NE,BUF,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,NE,BUF,TE,0,0,0,0,0,0,0,0,8,8,123,0
2025,5,NE,BUF,WR,0,0,0,0,0,1,5,0,21,14,130,2
2025,5,NO,NYG,ALL,40,26,202,2,0,29,136,0,39,26,202,2
2025,5,NO,NYG,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,NO,NYG,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,NO,NYG,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,NO,NYG,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,NO,NYG,QB,40,26,202,2,0,7,55,0,0,0,0,0
2025,5,NO,NYG,RB,0,0,0,0,0,21,79,0,9,7,49,0
2025,5,NO,NYG,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,NO,NYG,TE,0,0,0,0,0,0,0,0,11,10,85,2
2025,5,NO,NYG,WR,0,0,0,0,0,1,2,0,19,9,68,0
2025,5,NYG,NO,ALL,32,22,244,1,0,30,88,0,31,22,244,1
2025,5,NYG,NO,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,NYG,NO,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,NYG,NO,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,NYG,NO,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,NYG,NO,QB,31,21,225,1,0,6,21,0,1,1,0,0
2025,5,NYG,NO,RB,0,0,0,0,0,18,68,0,7,5,36,0
2025,5,NYG,NO,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,NYG,NO,TE,1,1,19,0,0,6,-1,0,4,2,17,0
2025,5,NYG,NO,WR,0,0,0,0,0,0,0,0,19,14,191,1
2025,5,NYJ,DAL,ALL,29,18,237,4,0,29,180,1,28,18,237,4
2025,5,NYJ,DAL,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,NYJ,DAL,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,NYJ,DAL,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,NYJ,DAL,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,NYJ,DAL,QB,29,18,237,4,0,7,28,0,0,0,0,0
2025,5,NYJ,DAL,RB,0,0,0,0,0,20,142,1,3,2,14,1
2025,5,NYJ,DAL,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,NYJ,DAL,TE,0,0,0,0,0,0,0,0,11,8,52,2
2025,5,NYJ,DAL,WR,0,0,0,0,0,2,10,0,14,8,171,1
2025,5,PHI,DEN,ALL,39,24,242,1,0,29,130,1,36,24,242,1
2025,5,PHI,DEN,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,PHI,DEN,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,PHI,DEN,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,PHI,DEN,OL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,PHI,DEN,QB,39,24,242,1,0,3,22,0,0,0,0,0
2025,5,PHI,DEN,RB,0,0,0,0,0,25,99,1,6,5,39,0
2025,5,PHI,DEN,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,PHI,DEN,TE,0,0,0,0,0,0,0,0,8,5,44,1
2025,5,PHI,DEN,WR,0,0,0,0,0,1,9,0,22,14,159,0
2025,5,SEA,TB,ALL,33,29,379,2,0,24,56,2,32,29,379,2
2025,5,SEA,TB,DB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,SEA,TB,DL,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,SEA,TB,LB,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,SEA,TB,QB,33,29,379,2,0,5,15,0,0,0,0,0
2025,5,SEA,TB,RB,0,0,0,0,0,17,44,2,7,7,26,0
2025,5,SEA,TB,SPEC,0,0,0,0,0,0,0,0,0,0,0,0
